TOTALNUMBEROFRECIPIENTS,TOTALNUMBEROFCLAIMS,TOTALDOLLARAMOUNTOFCLAIMS,PROVIDERNAME,PROVIDER TYPE,PROVIDER PRIMESSPECIALTY,PROVIDER ADDR STREET1,PROVIDER ADDR STREET2,PROVIDER ADDR CITY,PROVIDER ADDR STATE,PROVIDER ZIP CODE,PROVIDER GEO LATITUDE,PROVIDER GEO LONGITUDE,DOMINANTDIAGNOSIS
61,74,5131,BEACON MEDICAL GROUP INC,Physician,Radiologist,621 MEMORIAL DR,STE 3012,SOUTH BEND,IN,46601,41.684326,-86.253604,"Cerebral infarction, unspecified                                                                    "
24,165,16465,CARDINAL HOME MEDICAL,DME/Medical Supply Dealer,DME/Medical Supply Dealer,722 BUNDY AVE,,NEW CASTLE,IN,47362,39.919464,-85.375897,Obstructive sleep apnea (adult) (pediatric)
378,664,51911,PARKVIEW PHYSICIANS GROUP,Clinic,Medical Clinic,1355 MARINERS DR,,WARSAW,IN,46582,41.2544,-85.82794,Encntr for routine child health exam w/o abnormal findings
83,8611,922877,NEW HORIZONS HOME HEALTHCARE,Home Health Agency,Home Health Agency,703 W CHAPEL PIKE,,MARION,IN,46952,40.581423,-85.666859,Type 2 diabetes mellitus without complications
139,2834,4542669,NORTH CAPITOL NURSING & REHAB CTR,Extended Care Facility,Nursing Facility,2010 N CAPITOL AVE,,INDIANAPOLIS,IN,46202,39.793299,-86.161498,Essential (primary) hypertension
58,115,7565,COMMUNITY MEMORIAL HOSPITAL,Hospital,Acute Care,208 COLUMBUS ST,,HICKSVILLE,OH,43526,41.30073,-84.75646,Encntr for routine child health exam w/o abnormal findings
37,47,3300,EYE CARE ASSOCIATES OF MICHIANA LLC,Optometrist,Optometrist,8984 E US HWY 20,,NEW CARLISLE,IN,46552,41.703567,-86.529412,"Myopia, bilateral                                                                                   "
56,60,4357,MARGARET MARY HEALTH - BROOKVILLE CTR,Physician,Emergency Medicine Practitioner,11137 US 52,SUITE A,BROOKVILLE,IN,47012,39.407406,-85.00912,"Acute pharyngitis, unspecified                                                                      "
35,295,84282,EAGLE HIGHLANDS DIALYSIS,End Stage Renal Disease (ESRD) Clinic,Free-standing Renal Dialysis Clinic,6925 SHORE TERRACE,,INDIANAPOLIS,IN,46254,39.829885,-86.278189,End stage renal disease
38,162,1787,CVS PHARMACY,Pharmacy,Pharmacy,1725 SALEM ST,,LAFAYETTE,IN,47904,40.42561,-86.878348,Type 2 diabetes mellitus without complications
144,771,47719,FAMILY & CHILDREN BEHAVIORAL HEALTH,Physician,Psychiatrist,4630 W JEFFERSON BLVD UNIT1,,FT WAYNE,IN,46804,41.067204,-85.199866,"Attention-deficit hyperactivity disorder, combined type                                             "
109,179,13919,TROY CLINIC,Clinic,Medical Clinic,315 MAIN STREET,,TROY,IN,47588,37.994687,-86.801591,Encntr for routine child health exam w/o abnormal findings
48,73,3355,AMERICAN HEALTH NETWORK OF INDIANA INC,Physician,Family Practitioner,1105 N WESTERN AVE,,MARION,IN,46952,40.57253,-85.6742,Essential (primary) hypertension
32,66,816,ONE HEALTH CARDIOLOGY,Clinic,Medical Clinic,1301 PLEASANT VALLEY RD,SUITE 202,OWENSBORO,KY,42303,37.780946,-87.073617,Athscl heart disease of native coronary artery w/o ang pctrs
710,839,98312,LISLE FAMILY EYE CARE,Optometrist,Optometrist,747 N STATE ST,,NORTH VERNON,IN,47265,39.010518,-85.634853,"Hypermetropia, bilateral                                                                            "
126,1086,41870,SATIN DOLL TRANSPORT LLC,Transportation Provider,Common Carrier (Ambulatory),238 N WELLINGTON ST,,SOUTH BEND,IN,46619,41.675085,-86.299791,"Illness, unspecified                                                                                "
44,201,4820,CVS PHARMACY #6813,Pharmacy,Pharmacy,703 E MAIN,,VEVAY,IN,47043,38.751599,-85.060044,Type 2 diabetes mellitus without complications
33,354,1174719,HICKORY CREEK AT COLUMBUS,Extended Care Facility,Nursing Facility,5480 E 25TH ST,,COLUMBUS,IN,47203,39.223717,-85.863759,"Alzheimer's disease, unspecified                                                                    "
148,172,11836,COMMUNITY PHYSICIANS OF INDIANA INC,Physician,Family Practitioner,2920 N ARLINGTON AVE STE B,,INDIANAPOLIS,IN,46218,39.809734,-86.064649,Encntr for routine child health exam w/o abnormal findings
54,177,2757,CVS PHARMACY #6656,Pharmacy,Pharmacy,3824 MAIN STREET,,ANDERSON,IN,46013,40.076133,-85.67776,Type 2 diabetes mellitus without complications
1896,4661,193623,DEACONESS CLINIC II-421 CHESTNUT ST,Clinic,Medical Clinic,421 CHESTNUT ST,,EVANSVILLE,IN,47713,37.968829,-87.569488,Type 2 diabetes mellitus without complications
31,177,15438,FRESENIUS MEDICAL CARE INDIANAPOLIS NORTH,End Stage Renal Disease (ESRD) Clinic,Free-standing Renal Dialysis Clinic,1225 W 86TH ST,,INDIANAPOLIS,IN,46260,39.912214,-86.180384,End stage renal disease
53,57,176032,ST JOSEPH HOSPITAL,Hospital,Acute Care,700 BROADWAY,,FT WAYNE,IN,46802,41.07893,-85.14884,"Alzheimer's disease, unspecified                                                                    "
357,4559,282859,LINCOLN COUNSELING PC,Mental Health Provider,Outpatient Mental Health Clinic,113 LINCOLNWAY E,,MISHAWAKA,IN,46544,41.66111,-86.18047,Generalized anxiety disorder
413,1007,74117,MERIDIAN HEALTH SERVICES CORP,Clinic,Federally Qualified Health Clinic (FQHC),509 CONRAD HARCOURT WAY,,RUSHVILLE,IN,46173,39.62326,-85.440781,Essential (primary) hypertension
55,117,17136,PARKVIEW PHYSICIANS GROUP,Physician,General Surgeon,2003 STULTS ROAD,SUITE 120,HUNTINGTON,IN,46750,40.904891,-85.49059,"Sepsis, unspecified organism                                                                        "
90,524,14794,NEPHROLOGY ASSOCIATES OF NORTHERN IN PC,Physician,Nephrologist,1818 CAREW ST,,FT WAYNE,IN,46805,41.092677,-85.107845,End stage renal disease
117,551,24424,HOVEROUND CORPORATION,DME/Medical Supply Dealer,HME/Home Medical Equipment,6856 HILLSDALE CT,,INDIANAPOLIS,IN,46250,39.896138,-86.049184,"Chronic obstructive pulmonary disease, unspecified                                                  "
1138,2241,212393,PHYSICIANS BILLING OF MGH-CLOSED,Physician,General Surgeon,330 N WABASH AVE STE 340,,MARION,IN,46952,40.564024,-85.665294,Encntr for routine child health exam w/o abnormal findings
26,67,1119,CVS PHARMACY #6553,Pharmacy,Pharmacy,2320 CUNNINGHAM ROAD,,INDIANAPOLIS,IN,46224,39.797927,-86.264922,Type 2 diabetes mellitus without complications
785,1347,98723,DUKES PHYSICIAN SERVICES LLC,Clinic,Medical Clinic,285 W 12TH ST STE 102,,PERU,IN,46970,40.757206,-86.083434,Encntr for routine child health exam w/o abnormal findings
36,1298,1290843,GOLDEN LIVING CENTER - MISHAWAKA,Extended Care Facility,Nursing Facility,811 E 12TH ST,,MISHAWAKA,IN,46544,41.65126,-86.168838,Unspecified dementia without behavioral disturbance
29,43,2578,SHELBURN MEDICAL CLINIC,Clinic,Medical Clinic,557 W BROADWAY,,SHELBURN,IN,47879,39.181835,-87.400912,"Acute upper respiratory infection, unspecified                                                      "
172,878,47102,WILLIAMS BROS. HEALTHCARE PHARMACY INC,Pharmacy,Pharmacy,101 W BRUMFIELD AVE,,PRINCETON,IN,47670,38.35817,-87.56745,"Chronic obstructive pulmonary disease, unspecified                                                  "
452,602,42847,EYE PHYSICIANS INC,Physician,Ophthalmologist,3433 S LAFOUNTAIN ST,,KOKOMO,IN,46902,40.447679,-86.12711,"Myopia, bilateral                                                                                   "
74,1669,916325,HELP AT HOME INC (LAFAYETTE),Home Health Agency,Home Health Agency,22 EXECUTIVE DRIVE,,LAFAYETTE,IN,46204,39.77058,-86.15618,Muscle weakness (generalized)
199,310,25402,VISION FIRST,Optometrist,Optometrist,631 E TIPTON STREET,STE 2,SEYMOUR,IN,47274,38.958176,-85.880738,"Hypermetropia, bilateral                                                                            "
1482,3773,159618,RMH HEALTHCARE ASSOCIATES,Physician,General Practitioner,110 E 13TH ST,,RUSHVILLE,IN,46173,39.621252,-85.444667,Encntr for routine child health exam w/o abnormal findings
2623,5376,578688,SHAMSI                   NASIR        A,Physician,General Pediatrician,6933 KENNEDY AVE STE C,,HAMMOND,IN,46323,41.58718,-87.46163,Encntr for routine child health exam w/o abnormal findings
62,272,37519,SLEEP APNEA EDU CTR@IU HEALTH WEST,DME/Medical Supply Dealer,DME/Medical Supply Dealer,1115 RONALD REAGAN PKWY # 371,,AVON,IN,46123,39.778651,-86.34355,Obstructive sleep apnea (adult) (pediatric)
1056,1966,175747,HECTOR F PEREZ MD PC,Physician,Family Practitioner,5717 S ANTHONYBLVD #500,,FORT WAYNE,IN,46806,41.036299,-85.112803,Encntr for routine child health exam w/o abnormal findings
26,277,974856,HICKORY CREEK AT GREENSBURG,Extended Care Facility,Nursing Facility,1620 N LINCOLN ST,,GREENSBURG,IN,47240,39.35202,-85.479754,Unspecified dementia without behavioral disturbance
41,59,3512,SHERIDAN EYE CENTER,Optometrist,Optometrist,3901 W ST RD 47; STE 5,,SHERIDAN,IN,46069,40.12983,-86.22837,"Hypermetropia, bilateral                                                                            "
58,774,363711,ARC REHAB SERVICES-WAIVER,Waiver Provider,Waiver-Community Integration and Habilitation (CIH),900 W MAIN,,LEBANON,IN,46052,40.04751,-86.47694,"Illness, unspecified                                                                                "
271,380,36184,WILSON EYECARE PROFESSIONALS PC,Optometrist,Optometrist,400 W GREEN MEADOWS DR,,GREENFIELD,IN,46140,39.80438,-85.77557,"Myopia, bilateral                                                                                   "
66,1931,1993982,GOLDEN LIVINGCENTER-BRENTWOOD,Extended Care Facility,Nursing Facility,30 E CHANDLER AVE,,EVANSVILLE,IN,47713,37.965971,-87.565713,Essential (primary) hypertension
92,147,11513,PARKVIEW FIRSTCARE,Clinic,Medical Clinic,13430 MAIN ST,,GRABILL,IN,46741,41.21013,-84.96712,Encntr for routine child health exam w/o abnormal findings
50,60,4228,NORTHSHORE HEALTH CENTERS,Clinic,Federally Qualified Health Clinic (FQHC),8555 TAFT ST,,MERRILLVILLE,IN,46410,41.462063,-87.364943,Essential (primary) hypertension
40,77,2582,BOXUM                    MICHAEL      S,Physician,Family Practitioner,754 MCCOOL RD,,VALPARAISO,IN,46385,41.54321,-87.14342,Encntr for routine child health exam w/o abnormal findings
1297,1913,222356,MIDWEST EYE CONSULTANTS #07,Optometrist,Optometrist,431 W COLISEUM BLVD,,FORT WAYNE,IN,46805,41.117967,-85.143263,"Myopia, bilateral                                                                                   "
1915,3304,296135,RAPHAEL HEALTH CENTER,Clinic,Federally Qualified Health Clinic (FQHC),401 E 34TH ST,,INDIANAPOLIS,IN,46205,39.81758,-86.15089,Encntr for routine child health exam w/o abnormal findings
121,142,16305,C&B OPTICAL ONE,Optometrist,Optometrist,14 PROFESSIONAL CT,,LAFAYETTE,IN,47905,40.398777,-86.848866,"Myopia, bilateral                                                                                   "
307,695,64266,SUMMIT MEDICAL ASSOCIATES LLC,Physician,Cardiologist,4656 W JEFFERSON BLVD STE 125,,FORT WAYNE,IN,46804,41.066729,-85.200602,Other chest pain
251,1099,44005,FORT WAYNE PSYCHIATRY PC,Physician,Psychiatrist,3400 E COLISEUM BLVD,STE 340,FORT WAYNE,IN,46805,41.108629,-85.096807,"Bipolar disorder, unspecified                                                                       "
56,128,8210,THE INDIANA CLINIC,Clinic,Medical Clinic,6820 PARKDALE PL STE 115,,INDIANAPOLIS,IN,46254,39.826012,-86.280165,"Attention-deficit hyperactivity disorder, combined type                                             "
82,1443,2807399,BROWN CO HEALTH & LIVING COMMUNITY,Extended Care Facility,Nursing Facility,55 E WILLOW ST,,NASHVILLE,IN,47448,39.199595,-86.238788,Unspecified dementia without behavioral disturbance
174,1551,103881,MERIDIAN HEALTH SERVICES CORP,Mental Health Provider,Community Mental Health Center (CMHC),930 NORTH 14TH STREET,,NEW CASTLE,IN,47362,39.94047,-85.36714,"Schizophrenia, unspecified                                                                          "
651,4020,95289,MERIDIAN HEALTH SERVICES CORP- MRO,Mental Health Provider,Community Mental Health Center (CMHC),2506 WILLOW BROOK PKWY STE 102,,INDIANAPOLIS,IN,46205,39.84239,-86.120645,Generalized anxiety disorder
43,46,6177,MICHAEL D WATTS OD PC,Optometrist,Optometrist,1506 BEECH ST,,BEDFORD,IN,47421,38.862054,-86.50677,"Myopia, bilateral                                                                                   "
85,2691,22806,LIFESPRING INC-TRANS,Transportation Provider,Common Carrier (Non-ambulatory),460 SPRING ST,,JEFFERSONVILLE,IN,47130,38.273797,-85.74192,"Schizophrenia, unspecified                                                                          "
110,837,3357218,HERITAGE CENTER,Extended Care Facility,Nursing Facility,1201 W BUENA VISTA RD,,EVANSVILLE,IN,47710,38.01435,-87.57881,Muscle weakness (generalized)
559,802,42128,INDIANA PHYSICIAN MANAGEMENT-CLAY LLC,Physician,Emergency Medicine Practitioner,1206 E NATIONAL AVE,,BRAZIL,IN,47834,39.52684,-87.111545,"Acute upper respiratory infection, unspecified                                                      "
27,327,8259,KOSCIUSKO COUNTY COUNCIL ON AGING,Transportation Provider,Common Carrier (Ambulatory),800 N PARK AVE,,WARSAW,IN,46580,41.2464,-85.85017,"Illness, unspecified                                                                                "
68,1257,2565490,MOSIAC INC OF INDIANA (WAIVER),Waiver Provider,Waiver-Community Integration and Habilitation (CIH),1415 LINCOLNWAY WEST STE D,,OSCEOLA,IN,46561,41.66333,-86.08765,"Illness, unspecified                                                                                "
2349,5064,429274,MIDWEST CHILD & ADOLESCENT SPECIALITY,Physician,Pediatrician,1310 E DAVIS DR,,TERRE HAUTE,IN,47802,39.426944,-87.399064,Encntr for routine child health exam w/o abnormal findings
44,60,5733,LINDA FUDENBERGER MD,Physician,Ophthalmologist,2815 E 38TH ST,,INDIANAPOLIS,IN,46218,39.82534,-86.116521,"Myopia, bilateral                                                                                   "
27,82,580,CVS PHARMACY #6461,Pharmacy,Pharmacy,551 E JACKSON BLVD,,ELKHART,IN,46516,41.68959,-85.965494,Type 2 diabetes mellitus without complications
23,25,2845,PHYSICIANS IN EMERGENCY MEDICINE PSC,Physician,Emergency Medicine Practitioner,200 ABRAHAM FLEXNOR WAY,,LOUISVILLE,KY,40202,38.24941,-85.7516,"Chest pain, unspecified                                                                             "
91,493,24983,SW IND MENTAL HLTH CTR-STOCKWELL CTR,Mental Health Provider,Community Mental Health Center (CMHC),STOCKWELL CENTER,60 S STOCKWELL,EVANSVILLE,IN,47714,37.95735,-87.51991,Oppositional defiant disorder
31,128,437509,OUR HOSPICE OF DECATUR SHELBY,Hospice,Hospice,946 E MAIN ST,,GREENSBURG,IN,47240,39.336686,-85.471077,"Chronic obstructive pulmonary disease, unspecified                                                  "
75,109,6246,METHODIST ORTHOPEDICS,Physician,Orthopedic Surgeon,101 EAST 87TH AVENUE,,MERRILLVILLE,IN,46410,41.459393,-87.336011,Low back pain
55,132,3893,JAMES WOODIEL M D P C,Physician,Family Practitioner,309 JACKSON ST,,SALEM,IN,47167,38.59745,-86.097913,"Chronic obstructive pulmonary disease, unspecified                                                  "
71,454,1417000,WESTMINSTER HEALTHCARE CENTER,Extended Care Facility,Nursing Facility,2210 GREENTREE NORTH,,CLARKSVILLE,IN,47129,38.331962,-85.767203,Encounter for other specified aftercare
38,128,9601,NORTHWEST ONCOLOGY PC,Physician,Oncologist,10110 DONALD POWERS DRIVE,,MUNSTER,IN,46321,41.529013,-87.510746,End stage renal disease
544,2635,140332,LIFESPRING MENTAL HEALTH- WASHINGTON CO,Mental Health Provider,Community Mental Health Center (CMHC),1321 JACKSON ST,,SALEM,IN,47167,38.597111,-86.080911,"Schizoaffective disorder, bipolar type                                                              "
53,744,1579613,MILLER'S MERRY MANOR,Extended Care Facility,Nursing Facility,524 ANDERSON RD,,CHESTERFIELD,IN,46017,40.108952,-85.602773,"Alzheimer's disease, unspecified                                                                    "
85,143,11008,UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Physician,Plastic Surgeon,401 E CHESTNUT ST STE 710,,LOUISVILLE,KY,40202,38.24781,-85.74722,End stage renal disease
66,145,545519,SOUTHERN CARE BLOOMINGTON,Hospice,Hospice,1923 S LIBERTY DR,,BLOOMINGTON,IN,47403,39.148988,-86.57697,"Alzheimer's disease, unspecified                                                                    "
25,163,144539,ELKHART DIALYSIS,End Stage Renal Disease (ESRD) Clinic,Free-standing Renal Dialysis Clinic,1401 N MICHIGAN ST,,ELKHART,IN,46514,41.70096,-85.98557,End stage renal disease
136,140,12105,COMMUNITY PHYSICIANS OF INDIANA INC,Clinic,Medical Clinic,1101 W JEFFERSON ST,STE S,FRANKLIN,IN,46131,39.479794,-86.073496,Encntr for routine child health exam w/o abnormal findings
25,112,6020,SW IND MENTAL HLTH CTR-GIBSON REG SER,Mental Health Provider,Community Mental Health Center (CMHC),GIBSON REGIONAL SERVICES,310 S FIFTH AVE,PRINCETON,IN,47670,38.35055,-87.5677,Oppositional defiant disorder
58,715,1610899,MCSHERR INC - WAIVER,Waiver Provider,Aged & Disabled Waiver (A&D),5112 W US 40,,CENTERVILLE,IN,47330,39.819501,-84.966292,
1871,9090,344262,PORTER STARKE SERVICES INC,Mental Health Provider,Community Mental Health Center (CMHC),601 WALL ST,,VALPARAISO,IN,46383,41.488789,-87.053946,"Attention-deficit hyperactivity disorder, combined type                                             "
88,578,27823,HUNTINGTON CNTY COUNCIL ON AGING INC,Transportation Provider,Common Carrier (Ambulatory),500 MACGAHAN ST,,HUNTINGTON,IN,46750,40.88958,-85.50907,"Illness, unspecified                                                                                "
44,49,2835,UNIVERSITY CLINICAL PATHOLOGY-SENATE,Physician,Pathologist,1701 N SENATE AVE,,INDIANAPOLIS,IN,46202,39.787948,-86.163029,Unspecified abdominal pain
450,858,22076,HEARTLAND CARDIOLOGY,Clinic,Medical Clinic,440 SCOTT ROLEN DR,,JASPER,IN,47546,38.389915,-86.937368,Athscl heart disease of native coronary artery w/o ang pctrs
