PROVIDERNAME,PROVIDERPRIMESPECIALTY,CATEGORYOFSERVICES,TOTALNUMBEROFCLAIMS,TOTALDOLLARAMOUNTOFCLAIMS,TOTALNUMBEROFRECIPIENTS
UNIVERSITY MEDICAL DIAGNOSTIC AS,Medical Clinic,17 - Clinic Services,169,19427,169
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC,Medical Clinic,17 - Clinic Services,197,25708,32
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC,Medical Clinic,17 - Clinic Services,488,48524,342
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC,Medical Clinic,17 - Clinic Services,192,17223,67
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,21846,2387485,66
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,64182,2346581,132
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,46,4313,89
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,348,36672,329
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,251,26229,517
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,191,19801,125
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,100,17075,1887
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,203,26768,495
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,629,65307,327
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,101,10676,156
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,494,51357,288
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,230,26276,117
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,449,46325,137
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,142,14951,129
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,438,46129,51
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,352,36878,65
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,159,21133,124
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,564,57008,3225
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,157,15071,870
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,109,10707,82
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,137,16349,267
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,141,16017,94
UNIVERSITY MEDICAL DIAGNOSTIC ASSOC INC,Medical Clinic,17 - Clinic Services,194,16539,1601
UNIVERSITY MEDICAL DIAGNOSTIC ASSOCIATE,Medical Clinic,17 - Clinic Services,88,8526,156
UNIVERSITY MEDICAL DIAGNOSTIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,599,55713,1323
UNIVERSITY MEDICAL DIAGNOSTIC-CLARIAN,Medical Clinic,17 - Clinic Services,351,22039,246
UNIVERSITY MEDICAL DIAGNOSTIC-REID HOSP,Medical Clinic,17 - Clinic Services,5516,518330,521
UNIVERSITY OB-GYN,Obstetrician/Gynecologist,06 - Physician Services,178,20030,162
UNIVERSITY OB-GYN,Obstetrician/Gynecologist,06 - Physician Services,165,17610,2118
UNIVERSITY OB/GYN,Obstetrician/Gynecologist,06 - Physician Services,10046,1546727,306
UNIVERSITY OB/GYN,Obstetrician/Gynecologist,12 - X-Ray Services,1222,42786,77
UNIVERSITY OB/GYN,Obstetrician/Gynecologist,06 - Physician Services,101,14256,145
UNIVERSITY OB/GYN,Obstetrician/Gynecologist,06 - Physician Services,139,14525,422
UNIVERSITY OB/GYN,Obstetrician/Gynecologist,06 - Physician Services,167,20335,32
UNIVERSITY OB/GYN BROAD RIPPLE,Obstetrician/Gynecologist,06 - Physician Services,97,10950,112
UNIVERSITY OB/GYN- ARLINGTON AVE,Obstetrician/Gynecologist,06 - Physician Services,61,5010,21
UNIVERSITY OB/GYN- S SHELBY ST,Obstetrician/Gynecologist,06 - Physician Services,193,23445,416
UNIVERSITY OB/GYN- W 38TH ST,Obstetrician/Gynecologist,06 - Physician Services,490,47433,58
UNIVERSITY OB/GYN-HOLMES AVE,Obstetrician/Gynecologist,06 - Physician Services,151,14690,99
UNIVERSITY OB/GYN-MLK JR ST,Obstetrician/Gynecologist,06 - Physician Services,272,49900,279
UNIVERSITY OB/GYN-SHERMAN DR,Obstetrician/Gynecologist,06 - Physician Services,244,32171,63
UNIVERSITY OB/GYN-SHERMAN DR,Obstetrician/Gynecologist,12 - X-Ray Services,24,1002,236
UNIVERSITY OBGYN,Obstetrician/Gynecologist,06 - Physician Services,303,50907,112
UNIVERSITY OBGYN,Obstetrician/Gynecologist,12 - X-Ray Services,26,1082,63
UNIVERSITY OBGYN-METHODIST,Obstetrician/Gynecologist,06 - Physician Services,518,52983,140
UNIVERSITY OBGYN-METHODIST,Obstetrician/Gynecologist,12 - X-Ray Services,40,1562,751
UNIVERSITY OF CHICAGO MEDICAL CTR,Acute Care,01 - Inpatient Services,115,894213,107
UNIVERSITY OF CHICAGO MEDICAL CTR,Acute Care,03 - Outpatient Services,993,79144,148
UNIVERSITY OF CHICAGO PHYS GROUP,Medical Clinic,17 - Clinic Services,9954,892241,295
UNIVERSITY OF LOUISVILLE HOSPITAL,Acute Care,01 - Inpatient Services,352,3081130,54
UNIVERSITY OF LOUISVILLE HOSPITAL,Acute Care,03 - Outpatient Services,1668,470142,128
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Family Practitioner,06 - Physician Services,2223,269359,563
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,General Pediatrician,06 - Physician Services,2574,147762,23
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,General Pediatrician,12 - X-Ray Services,1684,21515,135
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Family Practitioner,06 - Physician Services,1479,123077,418
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Neurologist,06 - Physician Services,845,84912,37
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Plastic Surgeon,06 - Physician Services,1125,135539,96
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Nephrologist,06 - Physician Services,157,12007,112
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Oncologist,06 - Physician Services,68,15961,174
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Plastic Surgeon,06 - Physician Services,1632,176163,216
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,General Surgeon,06 - Physician Services,210,27585,73
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Plastic Surgeon,06 - Physician Services,1705,149515,160
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Cardiologist,06 - Physician Services,331,14155,40
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Nephrologist,06 - Physician Services,58,3431,277
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Nephrologist,06 - Physician Services,103,7297,413
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Oncologist,06 - Physician Services,1059,103361,248
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Pediatric Surgeon,06 - Physician Services,453,157115,119
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Emergency Medicine Practitioner,06 - Physician Services,121,8216,83
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Pulmonary Disease Specialist,06 - Physician Services,343,30106,5923
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,General Pediatrician,06 - Physician Services,129,11403,85
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,General Pediatrician,06 - Physician Services,3355,397778,618
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Allergist,06 - Physician Services,697,59618,123
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,General Surgeon,06 - Physician Services,44,3675,166
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Urologist,06 - Physician Services,275,25047,25
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Ophthalmologist,31 - Eye Care and Exams,398,41956,397
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Urologist,06 - Physician Services,112,19451,454
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Neurological Surgeon,06 - Physician Services,544,59048,26
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Neurologist,06 - Physician Services,355,34779,401
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Psychiatrist,26 - Mental Health Services,259,13138,365
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Psychiatrist,26 - Mental Health Services,143,12415,65
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Radiologist,06 - Physician Services,28,7542,336
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Cardiologist,06 - Physician Services,113,2763,23
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,General Pediatrician,06 - Physician Services,137,22343,22
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Orthopedic Surgeon,06 - Physician Services,56,9616,35
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Cardiovascular Surgeon,06 - Physician Services,99,13734,213
UNIVERSITY OF LOUISVILLE PHYSICIANS INC,Cardiovascular Surgeon,06 - Physician Services,631,95963,49
"UNIVERSITY OF LOUISVILLE PHYSICIANS,INC",Neonatologist,06 - Physician Services,2324,631973,38
UNIVERSITY OF SOUTHERN INDIANA,Medical Clinic,17 - Clinic Services,885,66185,35
UNIVERSITY ORTHOPAEDIC ASSC INC,Orthopedic Surgeon,06 - Physician Services,112,40828,154
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,2562,309634,974
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,12 - X-Ray Services,99,1905,35
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,545,220117,327
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,2171,577039,39
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,27,8508,188
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,1121,332596,46
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,76,25777,115
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,129,27448,75
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,102,23042,98
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,106,26455,78
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,233,48058,48
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,3534,419726,69
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,12 - X-Ray Services,72,867,113
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,165,24270,60
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,56,8863,81
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,184,34401,73
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,06 - Physician Services,1852,331761,213
UNIVERSITY ORTHOPAEDIC ASSOCIATES INC,Orthopedic Surgeon,12 - X-Ray Services,73,1205,90
UNIVERSITY OTOLARNGOLOGY ASSOCIATES INC,"Otologist, Laryngologist, Rhinologist                                                               ",06 - Physician Services,124,41456,168
UNIVERSITY OTOLARYNGOLOGY ASSOC INC,"Otologist, Laryngologist, Rhinologist                                                               ",06 - Physician Services,79,24250,64
UNIVERSITY OTOLARYNGOLOGY ASSOC INC,"Otologist, Laryngologist, Rhinologist                                                               ",06 - Physician Services,109,32915,1450
UNIVERSITY OTOLARYNGOLOGY ASSOC INC,"Otologist, Laryngologist, Rhinologist                                                               ",06 - Physician Services,389,143677,30
UNIVERSITY OTOLARYNGOLOGY ASSOC INC,"Otologist, Laryngologist, Rhinologist                                                               ",06 - Physician Services,2378,359473,316
UNIVERSITY OTOLARYNGOLOGY ASSOC INC,"Otologist, Laryngologist, Rhinologist                                                               ",06 - Physician Services,76,16792,259
UNIVERSITY OTOLARYNGOLOGY ASSOCIATES,"Otologist, Laryngologist, Rhinologist                                                               ",06 - Physician Services,192,65173,42
UNIVERSITY OTOLARYNGOLOGY ASSOCIATES IN,"Otologist, Laryngologist, Rhinologist                                                               ",06 - Physician Services,637,95526,142
UNIVERSITY PARK FAMILY MEDICINE,Family Practitioner,06 - Physician Services,2654,158363,550
UNIVERSITY PARK FAMILY MEDICINE,Family Practitioner,38 - EPSDT Services,105,9048,205
UNIVERSITY PEDIATRIC ASSOC INC,Medical Clinic,17 - Clinic Services,3135,426328,304
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,4368,561078,455
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,2401,316212,866
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,538,41206,102
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,353,40012,42
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,60,4601,3676
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,2209,544442,95
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,27,2171,658
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,41,3332,48
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,71,4658,38
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,58,5646,35
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,66309,7761198,609
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,703,143872,23
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,24,1811,57
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,3542,488093,89
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,85,2499,173
UNIVERSITY PEDIATRIC ASSOCIATES INC,Medical Clinic,17 - Clinic Services,34662,4985130,33
UNIVERSITY PEDIATRIC DENTISTRY ASSOC,Pediatric Dentist,27 - Dental Services - Child,12455,2013133,78
UNIVERSITY PEDIATRIC DENTISTRY ASSOC,Pediatric Dentist,28 - Dental Services - Adult,148,9234,108
UNIVERSITY PEDIATRIC-ASSOCIATES INC,Medical Clinic,17 - Clinic Services,6936,1125729,159
UNIVERSITY PEDIATRIC-IND UNIV HOSPITAL,Medical Clinic,17 - Clinic Services,132,11268,117
UNIVERSITY PHYSIATRIC ASSOC INC,Physical Medicine and Rehabilitation Practitioner,06 - Physician Services,411,73750,44
UNIVERSITY PHYSIATRIC ASSOC INC,Physical Medicine and Rehabilitation Practitioner,06 - Physician Services,69,11788,287
UNIVERSITY PHYSIATRIC ASSOC INC,Physical Medicine and Rehabilitation Practitioner,06 - Physician Services,44,3999,127
UNIVERSITY PHYSIATRIC ASSOC-CLOSED,Physical Medicine and Rehabilitation Practitioner,06 - Physician Services,107,16648,33
UNIVERSITY PHYSIATRIC ASSOCIATES INC,Physical Medicine and Rehabilitation Practitioner,06 - Physician Services,536,44784,278
UNIVERSITY PHYSICATRIC ASSOC INC NIFS,Physical Medicine and Rehabilitation Practitioner,06 - Physician Services,245,37251,66
UNIVERSITY PLASTIC SURGERY ASSOCIATES,Plastic Surgeon,06 - Physician Services,3178,1121143,57
UNIVERSITY RADIATION ONCOLOGY ASSOC,Radiologist,06 - Physician Services,2468,142678,44
UNIVERSITY RADIATION ONCOLOGY ASSOC,Radiologist,12 - X-Ray Services,1179,92096,47
UNIVERSITY RADIATION ONCOLOGY ASSOC,Oncologist,06 - Physician Services,485,56136,136
UNIVERSITY RADIATION ONCOLOGY ASSOC,Oncologist,12 - X-Ray Services,153,25884,121
UNIVERSITY RADIATION ONCOLOGY ASSOC,Oncologist,06 - Physician Services,74,9103,41
UNIVERSITY RADIATION ONCOLOGY ASSOC INC,Oncologist,06 - Physician Services,88,10198,372
UNIVERSITY RADIATION ONCOLOGY ASSOC INC,Radiologist,06 - Physician Services,76,5801,126
UNIVERSITY RADIATION ONCOLOGY ASSOCS,Radiologist,06 - Physician Services,1208,116369,186
UNIVERSITY RADIATION ONCOLOGY ASSOCS,Radiologist,12 - X-Ray Services,221,35409,116
UNIVERSITY SURGEONS INC,General Surgeon,06 - Physician Services,269,70404,208
UNIVERSITY SURGEONS INC,General Surgeon,06 - Physician Services,1277,223368,2045
UNIVERSITY SURGEONS INC,General Surgeon,06 - Physician Services,61,8593,160
UNIVERSITY SURGEONS INC,General Surgeon,06 - Physician Services,383,70597,25
UNIVERSITY SURGEONS INC,General Surgeon,06 - Physician Services,76,22192,107
UNIVERSITY SURGEONS INC,General Surgeon,06 - Physician Services,278,53757,249
UNIVERSITY SURGEONS INC,General Surgeon,06 - Physician Services,124,33099,35
UNIVERSITY SURGEONS INC,General Surgeon,06 - Physician Services,45,5312,45
UNIVERSITY SURGEONS INC 550 UNIVERSITY,General Surgeon,06 - Physician Services,12600,1976715,140
UNIVERSITY SURGEONS INC 720 ESKENAZI AVE,General Surgeon,06 - Physician Services,129,26380,22
UNIVERSITY SURGEONS INC- BARNHILL DR,General Surgeon,06 - Physician Services,102,26275,47
UNIVERSITY UROLOGIST INC PC,Urologist,06 - Physician Services,71,8735,184
UNIVERSITY UROLOGIST INC PC,Urologist,06 - Physician Services,851,127806,94
UNIVERSITY UROLOGISTS INC,Urologist,06 - Physician Services,7639,931560,78
UNIVERSITY UROLOGISTS INC,Urologist,06 - Physician Services,125,15585,120
UNIVERSITY UROLOGISTS INC,Urologist,06 - Physician Services,158,27692,1109
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,83,16389,3244
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,166,34315,68
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,214,35233,23
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,218,37906,82
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,78,10828,51
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,169,29280,55
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,162,19197,263
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,251,47012,22
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,22,4541,305
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,40,5536,22
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,105,19139,923
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,199,33567,52
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,60,5585,82
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,57,8283,26
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,123,17847,368
UNIVERSITY UROLOGISTS INC PC,Urologist,06 - Physician Services,2522,436317,23
"UNIVERSITY UROLOGISTS, INC., PC",Urologist,06 - Physician Services,74,14969,176
UNIVERSITY VASCULAR SURGERY PC,General Surgeon,06 - Physician Services,5840,367655,66
UNIVERSITY VASCULAR SURGERY PC,General Surgeon,06 - Physician Services,663,62150,47
URGENT CARE OF CAMERON HOSPITAL,Medical Clinic,17 - Clinic Services,2112,121486,55
URGENT DENTAL CENTER LLC,General Dentistry Practitioner,27 - Dental Services - Child,729,277472,40
URGENT DENTAL CENTER LLC,General Dentistry Practitioner,28 - Dental Services - Adult,1491,596962,25
URGENT DENTAL CENTER WEST LLC,General Dentistry Practitioner,27 - Dental Services - Child,76,37516,80
URGENT DENTAL CENTER WEST LLC,General Dentistry Practitioner,28 - Dental Services - Adult,62,31344,609
URGENTDENT,General Dentistry Practitioner,27 - Dental Services - Child,114,19800,36
URGENTDENT,General Dentistry Practitioner,28 - Dental Services - Adult,96,17142,31
URGENTDENT P.C.,General Dentistry Practitioner,27 - Dental Services - Child,302,48969,28
URGENTDENT P.C.,General Dentistry Practitioner,28 - Dental Services - Adult,1644,301980,24
URMI P KALOKHE MD PC,Oncologist,06 - Physician Services,27,5671,27
URO SURGERY ASSOCIATES LLC,Urologist,06 - Physician Services,3307,269223,220
URO SURGERY ASSOCIATES LLC,Urologist,06 - Physician Services,76,10069,75
UROGYNECOLOGY ASSOCIATES,Obstetrician/Gynecologist,06 - Physician Services,518,112270,385
UROLOGICAL CARE,Urologist,06 - Physician Services,869,61141,48
UROLOGY 0F INDIANA RONALD REAGAN,Urologist,06 - Physician Services,138,19916,23
UROLOGY ASSOC OF ELKHART INC,Urologist,06 - Physician Services,691,55336,28
UROLOGY ASSOCIATE OF NORTHWEST IND PC,Urologist,06 - Physician Services,700,68589,112
UROLOGY ASSOCIATES - COMMUNITY,Urologist,06 - Physician Services,66,15163,105
UROLOGY ASSOCIATES OF SOUTH BEND,Urologist,06 - Physician Services,2950,247020,118
UROLOGY ASSOCIATES OF SOUTH BEND,Urologist,11 - Lab Services,27,92,54
